nameWithOwner,stargazerCount,createdAt,pullRequests,releases,pushedAt,primaryLanguage,closedIssues,totalIssues
curl/curl,42655,2010-03-18T22:32:22Z,211,97,2026-08-20T22:16:45Z,C,5546,5551
k88hudson/git-flight-rules,42595,2014-07-22T20:35:09Z,227,0,2026-07-23T20:48:50Z,,59,73
mingrammer/diagrams,42529,2020-02-02T15:23:24Z,360,46,2026-08-16T12:09:29Z,Python,231,546
apachecn/ailearning,42468,2017-02-25T08:53:02Z,478,2,2024-11-12T16:21:55Z,Python,114,118
Alamofire/Alamofire,42417,2014-07-31T05:56:19Z,674,106,2026-08-03T01:00:57Z,Swift,2788,2819
danny-avila/LibreChat,42285,2023-02-12T01:06:52Z,4142,94,2026-08-20T23:57:00Z,TypeScript,4528,4896
imputnet/cobalt,42160,2022-07-08T18:12:55Z,252,0,2026-04-06T11:59:56Z,Svelte,805,1031
saadeghi/daisyui,42153,2020-11-28T22:57:27Z,610,229,2026-08-20T22:49:51Z,JavaScript,2187,2201
666ghj/BettaFish,42051,2024-07-01T13:11:38Z,119,6,2026-08-17T05:07:11Z,Python,441,442
fastlane/fastlane,42007,2014-12-02T17:00:38Z,6482,568,2026-08-18T00:55:28Z,Ruby,12786,13304
LC044/WeChatMsg,41975,2023-01-11T05:03:49Z,62,0,2025-12-30T13:31:16Z,,0,0
nolimits4web/swiper,41885,2012-03-14T19:11:45Z,629,103,2026-08-06T16:44:44Z,TypeScript,5592,5831
heygen-com/hyperframes,41838,2026-03-10T01:51:06Z,2160,355,2026-08-21T00:29:02Z,TypeScript,251,294
psf/black,41814,2018-03-14T19:54:45Z,1894,55,2026-08-20T13:01:16Z,Python,2554,2820
agno-agi/agno,41805,2022-05-04T15:23:02Z,3645,232,2026-08-21T00:30:01Z,Python,2132,2764
hexojs/hexo,41771,2012-09-23T15:17:08Z,1000,118,2026-08-12T18:42:36Z,TypeScript,3955,4001
aria2/aria2,41766,2010-11-27T09:41:48Z,258,24,2026-06-25T14:49:35Z,C++,829,1926
freefq/free,41766,2020-06-07T02:48:33Z,0,0,2024-08-20T09:43:55Z,,294,894
dylanaraps/pure-bash-bible,41718,2018-06-13T01:39:33Z,28,0,2023-11-28T03:26:23Z,Shell,33,77
chubin/cheat.sh,41663,2017-05-07T21:40:56Z,129,0,2025-12-23T18:48:24Z,Python,139,273
dcloudio/uni-app,41597,2018-07-12T08:52:39Z,583,0,2026-08-20T13:59:17Z,JavaScript,4410,5099
apache/dubbo,41557,2012-06-19T07:56:02Z,6133,114,2026-08-13T18:29:17Z,Java,6590,7424
sxyazi/yazi,41535,2023-07-08T11:45:55Z,1276,32,2026-08-19T19:40:01Z,Rust,1903,1954
chatboxai/chatbox,41495,2023-03-06T12:22:15Z,81,60,2026-08-14T14:13:27Z,TypeScript,1539,2689
tabler/tabler,41490,2018-02-01T09:08:59Z,949,51,2026-08-20T23:46:16Z,Astro,1168,1221
yarnpkg/yarn,41486,2016-01-19T17:39:16Z,1655,153,2026-05-12T11:09:42Z,JavaScript,4755,6624
hpcaitech/ColossalAI,41437,2021-10-28T16:19:44Z,3708,50,2026-08-17T17:57:12Z,Python,1297,1741
exelban/stats,41328,2019-05-29T19:24:56Z,455,348,2026-08-19T18:31:47Z,Swift,2906,2931
amruthpillai/reactive-resume,41312,2020-03-25T14:08:22Z,938,136,2026-08-20T08:56:18Z,TypeScript,2051,2154
nwjs/nw.js,41162,2012-01-04T06:21:10Z,576,0,2026-08-19T04:08:07Z,JavaScript,6567,7456
XTLS/Xray-core,41133,2020-11-09T11:23:10Z,1425,119,2026-08-21T00:12:37Z,Go,3069,3101
luongnv89/claude-howto,41128,2025-11-07T22:59:34Z,69,10,2026-08-19T08:58:30Z,Python,30,45
styled-components/styled-components,41119,2016-08-16T06:41:32Z,1067,239,2026-08-17T17:53:56Z,TypeScript,2998,3009
gkd-kit/gkd,41040,2023-07-04T03:59:15Z,16,75,2026-08-18T14:17:25Z,Kotlin,784,796
vercel-labs/agent-browser,41036,2026-01-11T05:38:15Z,581,102,2026-08-20T21:07:59Z,Rust,245,576
vuetifyjs/vuetify,41029,2016-09-12T00:39:35Z,4808,675,2026-08-21T00:21:23Z,TypeScript,15158,15441
bailicangdu/vue2-elm,41026,2016-12-23T01:49:20Z,21,0,2025-04-11T12:52:02Z,Vue,512,631
zai-org/ChatGLM-6B,40986,2023-03-13T12:00:18Z,47,0,2024-06-27T04:05:25Z,Python,750,1316
goabstract/Awesome-Design-Tools,40938,2019-02-12T13:55:30Z,283,0,2024-07-28T19:57:31Z,JavaScript,26,54
QSCTech/zju-icicles,40880,2016-06-28T16:17:32Z,232,0,2026-01-20T11:01:02Z,HTML,69,78
Hmbown/CodeWhale,40832,2026-01-19T18:21:01Z,1758,134,2026-08-20T16:23:44Z,Rust,2376,2499
ashishps1/awesome-system-design-resources,40797,2023-10-25T01:50:42Z,3,0,2026-02-16T18:32:29Z,Java,27,35
chatanywhere/GPT_API_free,40788,2023-04-23T12:42:08Z,1,0,2026-07-28T19:03:18Z,,438,439
facebookresearch/faiss,40779,2017-02-07T16:07:05Z,137,28,2026-08-19T22:06:01Z,C++,2564,2779
vim/vim,40776,2015-08-18T21:03:56Z,440,0,2026-08-20T21:29:35Z,Vim Script,8167,9732
appsmithorg/appsmith,40713,2020-06-30T04:07:36Z,14329,308,2026-08-20T19:05:24Z,TypeScript,19323,23749
remoteintech/remote-jobs,40690,2015-10-13T03:49:25Z,1454,0,2026-08-11T12:07:57Z,JavaScript,200,204
PatrickJS/awesome-cursorrules,40625,2024-09-16T15:38:38Z,101,0,2026-05-30T18:01:29Z,JavaScript,58,66
GyulyVGC/sniffnet,40620,2022-07-31T21:55:56Z,547,18,2026-08-20T22:21:27Z,Rust,312,368
bradtraversy/50projects50days,40615,2020-11-16T14:39:01Z,44,0,2025-02-26T13:49:39Z,CSS,0,0
ToolJet/ToolJet,40607,2021-03-30T08:51:34Z,9089,596,2026-08-20T19:24:11Z,JavaScript,4732,5284
chakra-ui/chakra-ui,40581,2019-08-17T14:27:54Z,3018,1000,2026-08-20T19:13:33Z,TypeScript,4354,4358
trpc/trpc,40526,2020-07-18T01:17:11Z,3924,239,2026-08-13T21:58:09Z,TypeScript,1210,1365
duckdb/duckdb,40477,2018-06-26T15:04:45Z,11685,63,2026-08-20T18:48:29Z,C++,6889,7451
pingcap/tidb,40456,2015-09-06T04:01:52Z,36068,215,2026-08-20T23:44:16Z,Go,18684,23901
wg/wrk,40387,2012-03-20T11:12:28Z,0,0,2023-12-30T10:33:51Z,C,0,0
LizardByte/Sunshine,40370,2021-12-15T23:38:57Z,2127,46,2026-08-21T00:18:03Z,C++,1258,1356
